project android/
0ef23dcca    Ricardo Cerqueira    Allow a device to generically define its own headers
20bac476a    Christopher N. Hesse All operating systems are beautiful
142d9c7fc    Christian Oder       build_image: Allow disabling custom inode count calculation
8c79664d9    Peter Cai            releasetools: do not remove dynamic partitions in system-only builds
ed285e357    Bhuvan Varshney      NFC: Disable build for AOSP NFC
2080d8c67    Michael Bestas       check_boot_jars: Add IFAA Manager to whitelist
37644b38a    Felix                check_boot_jars: Add CAF IMS to whitelist
6f61be771    Luca Stefani         Add LineageOS additions to boot jars whitelist
5f2a3bd95    Adnan Begovic        build: Make sure we're building our secondary resource package as dependency.
a62cde13a    Adnan Begovic        build/target: Include Lineage platform jar in system server.
5bec9e968    Jesse Chan           backuptool: do not unmap dynamic partition after finished
d489a1383    Jesse Chan           releasetools: support dynamic partitions for backuptool
bd80e0cad    Davide Garberi       releasetools: Move system mount handling to backuptool
beeaa2cfb    Chris Soyars         releasetools: squash backuptool support
4f82bb1bd    Brint E. Kriebel     releasetools: Use the first entry of a mount point when reading fstab
8bb814735    Matt Mower           Edify: Add abort message for bootloader asserts
def3f14af    Andrew Dodd          ota: Disable downgrade check
cd3efe171    Michael Bestas       Add blank_unblank_on_init to PRIVATE_RECOVERY_UI_PROPERTIES
f2463579a    Chirayu Desai        Allow setting the recovery density separately from the aapt config
f62793b66    Matt Mower           build: Separate commands in recovery foreach loops
4776bee39    Tom Marshall         build: recovery: Support adding device-specific items
cd87c62f7    Tom Marshall         build: ota: Support for install tools in /tmp/install
17eb189e9    M1cha                releasetools: ota_from_target_files: add FullOTA_PostValidate
c02455587    Michael W            Add missing languages
2946eaf68    Michael Bestas       Don't enable ADB by default on userdebug builds
c01503330    David Ng             build: Add support for device tree in boot.img
71fd15b61    Ricardo Cerqueira    Add BOARD_CUSTOM_BOOTIMG_MK support
58991542a    TheScarastic         Don't make recovery patch for devices with prebuilt vendor
c35861a16    Steve Kondik         Allow override of device asserts, including multi-device support.
77244687a    dianlujitao          Move recovery-from-boot.p from /system to /vendor
5cea7d3d4    Matt Mower           build: Ensure /system unmounted at install start
6c67d7ef6    Koushik Dutta        core: Add support for overriding build.prop settings
323b6db81    Rashed Abdel-Tawab   build: Automatically replace old-style kernel header includes with new header lib
a9f9427e0    dianlujitao          Add extra variables to _readonly_late_variables
9f007443e    Koushik Dutta        Add roomservice
261741115    Luca Stefani         build: Add Lineage build support
de925c04c    Michael Bestas       Source lineage specific envsetup
0a7f3d709    Chirayu Desai        envsetup: export ANDROID_BUILD_TOP earlier
381865238    Steve Kondik         build: Include vendor/extra/BoardConfigExtra.mk if available
a25a45300    Luca Stefani         Sync modules required by releasetools
759bc20c4    Kiyoung Kim          Build required modules from default
179507224    Chirayu Desai        releasetools: Use du -b
b206b863c    Luca Stefani         Remove empty new-space in dynamic_partition_list and super_$(group)_partition_list
c9a6d53ac    Dan Willemsen        Refactor how MODULES-IN-* is defined
project build/soong/
0e0bfb7e     Quallenauge          Add ability to enable scudo-free 32-bit libc variant.
60ece2da     LuK1337              cleanbuild: Add `install` to installclean files
7e5cbc10     Dan Willemsen        Add support for macOS 11 SDK
e7c330bf     Alessandro Astone    soong: Add equivalent for LOCAL_EXPORT_CFLAGS
0cf1d1cb     Abhisek Devkota      Add dumpvars for WITH_SU and WITH_GMS
1959a9eb     Rashed Abdel-Tawab   soong: Add LINEAGE_VERSION to dumpvars
5989a575     Jan Altensen         soong: allow overriding header files
1666f2c2     Pig                  soong: Drop lineage soong product variables
ddf5458d     Sam Mortimer         soong: Give priority to modules in exported namespaces for bootjars
90783142     Rashed Abdel-Tawab   soong: Squash of lineage-sdk bringup commits
c743f0c5     Sam Mortimer         soong sbox: Add option to allow copying all generated output
087b65eb     dianlujitao          soong: Make sure to preserve lineage product variables
691b1819     Simon Shields        soong: add support for nested structs in variableProperties
ccfd6365     Simon Shields        soong: extend with lineage board flags
191bf4e2     Sam Mortimer         soong: Add PathForSourceRelaxed
8122ae5e     Colin Cross          Reland: Deduplicate APEX variants that would build identically
c432a7fe     Colin Cross          Rename ApexName to ApexVariationName
3eef0072     Colin Cross          Add CreateAliasVariation to BottomUpMutatorContext
3e99975d     Paul Duffin          Restrict replacements of source dependencies with prebuilts
48509824     Paul Duffin          Stop java_sdk_library_import from depending on source modules
b14a8d4d     Paul Duffin          Track the current java_sdk_library(_import) deps
c07f891e     Paul Duffin          Avoid creating APEX variant for sdk member
a0a95f16     Jooyung Han          apexDepsMutator uses WalkDeps
824d95d2     Anton Hansson        Remove conditional running of checklast during checkapi
67fed447     Michael Bestas       cleanbuild: add *.zip.md5sum to installclean_files
project development/
4d3d4975f    Christian Oder       privapp_permissions: Check product privapp_permissions
project device/generic/goldfish/
4394963      Luca Stefani         camera: Fix -Wformat warnings
fbabf0a      Luca Stefani         camera: Set missing functions to NULL
project device/generic/goldfish-opengl/
5259dd9      Luca Stefani         android-emu: Fix -Wunused-function warning
b940188      Luca Stefani         android-emu: Fix -Wunused-parameter warnings
d1495b0      Luca Stefani         vulkan: Remove unused variable
9f9ec2b      Luca Stefani         libOpenglSystemCommon: Fix -Wformat warnings
project device/google/atv/
388260c      Aaron Kling          Disable Traceur on userdebug
project device/oneplus/msm8998-common/
8dfcf8b3d    Ethan Chen           msm8998-common: Allow init-radio-sh to set owner
38f412c47    Ethan Chen           msm8998-common: Label init.radio.sh script
e784c29b1    Ethan Chen           msm8998-common: Allow init-devstart-sh to start IPA
0747fbfcf    Georg Veichtlbauer   msm8998-common: remove bugreport service
d3a54ebec    Ethan Chen           msm8998-common: Move all services to system-background cpu set
f20b0f2d5    Georg Veichtlbauer   msm8998-common: clean up remnants, non-existing dirs and dupes
06ddc4d19    Georg Veichtlbauer   msm8998-common: Merge post_boot into init.qcom.rc
eb7dc946e    Georg Veichtlbauer   msm8998-common: sort services
073a02154    Ethan Chen           msm8998-common: Add vendor prefix to adsprpcd
f6b38b821    Georg Veichtlbauer   msm8998-common: remove useless service start commands
5f4f151b7    Georg Veichtlbauer   msm8998-common: don't try installing non existant modules
5af31587a    Georg Veichtlbauer   msm8998-common: remove qcom-system-daemon
617c69f45    Ethan Chen           msm8998-common: Boot subsystems asynchronously
db0d65973    Ethan Chen           msm8998-common: Start boot animation as soon as we can
237b2be21    Ethan Chen           msm8998-common: Split mount into early and late stages
0f78af68d    Georg Veichtlbauer   msm8998-common: put init events in the order they are executed in
79bdf4c7a    Georg Veichtlbauer   msm8998-common: actually start/stop ppd service
d96491d95    Ethan Chen           msm8998-common: Move boot completion message to end of boot_completed
38d2a1017    Georg Veichtlbauer   msm8998-common: remove duplicate qseecomd start
f3a89e14c    Georg Veichtlbauer   msm8998-common: format init.qcom.rc
79a24b7ea    Jimmy Chen           msm8998-common: Move supplicant service init to wpa_supplicant
24accfe45    Georg Veichtlbauer   msm8998-common: remove modprobing msm_11ad_proxy
a45ca733d    Georg Veichtlbauer   msm8998-common: remove bogus wifi module load
3b3e062d3    Georg Veichtlbauer   msm8998-common: merge sys.boot_completed sections
0fb23e8b0    Georg Veichtlbauer   msm8998-common: cleanup usage of UFS power saving
c6d78aa6e    Georg Veichtlbauer   msm8998-common: configure persist hierarchy after mount
f9f42c963    Georg Veichtlbauer   msm8998-common: don't make LEDs world-writable
e998364a4    Ethan Chen           msm8998-common: Configure TCP buffers via overlay
e0d783730    Ethan Chen           msm8998-common: Move static properties to system properties file
93f776769    Ethan Chen           msm8998-common: Move bluetooth /dev node permissions to ueventd
0bb7d8349    Georg Veichtlbauer   msm8998-common: remove unnecessary RFS symlink creation
a8f240db6    Ethan Chen           msm8998-common: Don't change /dev/kmsg permissions
7b7ed3df3    Ethan Chen           msm8998-common: Remove bogus tombstone directory directives
6aaea13e0    Timi                 msm8998-common: update firmware if outdated
398dca0f2    Weiyin Jiang         msm8998-common: clean up stale audiosphere implementation
6a7efdeb6    Sujin Panicker       msm8998-common: Add 48khz sampling rate to spkr prot tx uc
9b54f54cf    Volodymyr Zhdanov    msm8998-common: disable a2dp offload feature
5bffd2314    Bruno Martins        msm8998-common: Fix diag driver access permission for IMS daemons
f30ff9e98    Georg Veichtlbauer   msm8998-common: re-order sections
b091c47cd    Georg Veichtlbauer   msm8998-common: remove redundant usb configuration
07f4bbbc6    Ethan Chen           msm8998-common: Remove unnecessary property triggers
480c2b51c    Ethan Chen           msm8998-common: Remove unnecessary ssr_setup service
a113d7418    Ethan Chen           msm8998-common: Remove unnecessary /data/vendor directories
8ac2f76b4    Ethan Chen           msm8998-common: Do not override ro.vendor.gpu.available_frequencies
6f89ca8ae    Ethan Chen           msm8998-common: Do not override GLES version
8b757577c    Ethan Chen           msm8998-common: Remove unneccessary qbcharger service
e064ac02b    Ethan Chen           msm8998-common: Remove unnecessary wcnss-service start
c24264329    Ethan Chen           msm8998-common: Do not override rild.libpath
8fa7ff243    Ethan Chen           msm8998-common: Do not override ro.sf.lcd_density
00a6267fd    Ethan Chen           msm8998-common: Remove unnecessary rmnet module loading
f59f08060    Georg Veichtlbauer   msm8998-common: remove service starts for move_wifi|time_data
a79fb5db5    Ethan Chen           msm8998-common: Remove unnecessary netmgrd stop
36332b83a    Georg Veichtlbauer   msm8998-common: remove wcnss from configfs
bd4dacf4c    Ethan Chen           msm8998-common: Remove unnecessary dataqti service
5967b8fbe    Ethan Chen           msm8998-common: Remove unnecessary ftmd service
79513398f    Ethan Chen           msm8998-common: Remove unnecessary adpl service
f241019b6    Ethan Chen           msm8998-common: Remove unnecessary kernel corefile debug setup
3e72a4cd0    Georg Veichtlbauer   msm8998-common: remove stray service dirs and start attempts
d68a23a21    Ethan Chen           msm8998-common: Remove wigig service entries
4e07b5bcb    Ethan Chen           msm8998-common: Remove unnecessary power_off_alarm service
61d09303c    Ethan Chen           msm8998-common: Remove unnecessary hostapd service entries
6c421200c    Georg Veichtlbauer   msm8998-common: remove last dhcpcd remnant
2ff85b0d0    Ethan Chen           msm8998-common: Remove unused fstman entries
c8ece1152    Ethan Chen           msm8998-common: Remove subsystem_ramdump
b9310d406    Ethan Chen           msm8998-common: Remove non-vendor IMS, FOTA folders
15908117f    Ethan Chen           msm8998-common: Remove unnecessary QDMA dropbox directories
336db3992    Georg Veichtlbauer   msm8998-common: re-order LED permissions
a3b666de1    Ethan Chen           msm8998-common: Remove unnecessary panel0-backlight permission
a9dac69b6    Ethan Chen           msm8998-common: Remove unnecessary msm_sdcc permissions
0c6a333dc    Ethan Chen           msm8998-common: Remove deprecated persist/speccfg
c6485af86    Georg Veichtlbauer   msm8998-common: update more persist directories
6642229c2    Ethan Chen           msm8998-common: Remove unnecessary sensor permissions
5abcf95ff    Ethan Chen           msm8998-common: Remove ramdump permissions
82b9599eb    Ethan Chen           msm8998-common: Remove CCID permission
4a3a1e80e    Ethan Chen           msm8998-common: Remove deprecated msm_hsubs permission
d69164f7f    Ethan Chen           msm8998-common: Remove deprecated persist directories
7623c1766    Ethan Chen           msm8998-common: Remove invalid sysfs permissions
3b9635f47    Georg Veichtlbauer   msm8998-common: remove port-bridge service and directory
c2825741c    Ethan Chen           msm8998-common: Remove compat persist sensor directory config
977dc368d    Ethan Chen           msm8998-common: Remove unnecessary QTI logkit directories
91986b044    Ethan Chen           msm8998-common: Remove swap configuration
5def8c08f    Ethan Chen           msm8998-common: Remove nonexistent block device readahead config
a027ca585    Ethan Chen           msm8998-common: Remove unused cgroup configuration
00c04e21a    Ethan Chen           msm8998-common: Remove duplicate debugfs tracing chmod
9e09f6655    Ethan Chen           msm8998-common: Remove nonexistent debugfs nodes
e81066218    Georg Veichtlbauer   msm8998-common: move everything out of /prebuilt, explicitly copy files
76e9879c4    Georg Veichtlbauer   msm8998-common: format init.qcom.rc
ee3e0de17    Georg Veichtlbauer   msm8998-common: merge init.oem.rc into init.qcom.rc
266c49169    Georg Veichtlbauer   msm8998-common: remove unused syspart_fixup and wifi scripts
17e6020db    Georg Veichtlbauer   msm8998-common: Merge init.class_main.sh into init.qcom.rc
343bbc71f    Georg Veichtlbauer   msm8998-common: Format init.qcom.post_boot.sh
3050666c6    Ethan Chen           msm8998-common: Remove unnecessary init.qcom.post_boot.sh configuration
6deb1792b    Ethan Chen           msm8998-common: Remove unnecessary init.qcom.early_boot.sh configuration
82dd87131    Ethan Chen           msm8998-common: Remove unnecessary init.qcom.usb.sh configuration
9b7f55a5e    Ethan Chen           msm8998-common: Rename init.qcom.sh to init.radio.sh
e5a936887    Ethan Chen           msm8998-common: Remove unnecessary parts of init.qcom.sh
a1916401f    Georg Veichtlbauer   msm8998-common: merge init.lineage.rc into init.qcom.rc
2c378a163    Georg Veichtlbauer   msm8998-common: merge init.target.performance.rc into init.qcom.rc
bd3ebb928    Georg Veichtlbauer   msm8998-common: merge init.target.rc into init.qcom.rc
0a1fafa42    Ethan Chen           msm8998-common: Remove hbtp components
255b4ede4    Georg Veichtlbauer   msm8998-common: Remove non-existant services
a8c60b200    Ethan Chen           msm8998-common: Use wait_for_prop to wait for qseecomd ready
256d9c54f    Ethan Chen           msm8998-common: Remove init.qcom.sensors scripting
659845f12    Ethan Chen           msm8998-common: Remove unused init.qcom.class_core script
d9ba6b15d    Ethan Chen           msm8998-common: Remove unused init.qti.ims.sh
48752afd9    Ethan Chen           msm8998-common: Remove factory testing init scripting
4e78674f5    Ethan Chen           msm8998-common: Remove unused init.qti.fm.sh script
5ab1db537    Ethan Chen           msm8998-common: Remove Qualcomm crashdata script
afcdbccd4    Ethan Chen           msm8998-common: Remove unused init.qcom.efs.sync script
b24bed711    Ethan Chen           msm8998-common: Remove unused init.qcom.coex script
ae191f5be    Ethan Chen           msm8998-common: Remove unused init.mdm script
96aae694f    Ethan Chen           msm8998-common: Remove unused crda script
048451271    Ethan Chen           msm8998-common: Remove init.qcom.sdio script
033ca9cef    Ethan Chen           msm8998-common: Remove android.hardware.drm@1.1-service.widevine package
69da93475    Ethan Chen           msm8998-common: Remove unused flags
ded4eb465    Ethan Chen           msm8998-common: Remove unnecessary android.hardware.radio entries
c12149a3f    Ethan Chen           msm8998-common: Remove unnecessary netutils packages
d1fa14319    Nolen Johnson        msm8998-common: overlay: Remove burn in protection support
d5bafd18b    Arne Coucheron       msm8998-common: overlay: Remove config_enabled_lte overlay
7939594bb    Nolen Johnson        msm8998-common: bluetooth: Disable clean turn on
1e4732204    Georg Veichtlbauer   msm8998-common: Clean-up deprecated/unneeded board flags
project device/qcom/sepolicy-legacy/
480fed5c     Bruno Martins        legacy: display.qservice is now a vendor service for everyone
ade08dc3     Arne Coucheron       legacy-common: Resolve camera daemon denial on system_data_root_file
f875f7d5     Arne Coucheron       legacy-common: Label cam_socket0 file
project external/chromium-webview/
33ab33d      Kevin F. Haggerty    Update Chromium Webview to 87.0.4280.101
project external/e2fsprogs/
f6638bb5     Bruno Martins        resize: Make a target for standalone resize2fs_static binary
cd5d3e72     LuK1337              Mark libext2_blkid as vendor available
project external/gptfdisk/
9f871cd      Tom Marshall         gptfdisk: include gptcl.h after sgdisk.h
93fc48e      Tom Marshall         gptfdisk: Provide sgdisk_read for direct reads of the partition table
6457c36      Tom Marshall         gptfdisk: Build lib for recovery
project external/guice/
341b3654     Luca Stefani         guice: Remove .class files from srcjar
dafe43d1     Luca Stefani         guice: Make guice_munge_srcjar generation quiet
project external/libcxx/
8e12f3ece    Aaron Kling          Make libc++fs vendor available and as a shared lib
project external/mksh/
7703b0f      Luca Stefani         mksh: Set TERM to xterm-256color
8f2a4a8      Alessandro Astone    mksh: don't use /data/local for TMPDIR in recovery
bfed213      Michael Bestas       mksh: Mark mkshrc as recovery_available
project external/perfetto/
8efd17c9a    Wang Han             perfetto: Conditionally remove version check for memfd_create()
project external/tinyalsa/
65b23d8      Michael Bestas       Mark tinymix/tinyplay as vendor_available
project external/tinycompress/
d78bf3b      Michael Bestas       tinycompress: Conditionally enable extended compress format
a230b0d      Sam Mortimer         tinycompress: Use generated kernel headers
project frameworks/av/
800626febf   Paras Nagda          stagefright: add changes related to high-framerates in CameraSource
3f216b8bc2   Ryoichi Yasutake     Request to reset effect buffer in clearInputBuffer
27c460c8f6   Arne Coucheron       Enable legacy adaptive playback for QCOM_BSP_LEGACY
5a5606dbd9   Pig                  camera: Allow devices to load custom CameraParameter code
3b925d38c2   Priyanka Gujjula     libstagefright: Fix memory leak due to lock timeout
121ece32b0   Milos Ratkovic       Camera: check metadata type before releasing frame
03d3d20ddf   Simon Shields        camera/media: Support legacy HALv1 camera in mediaserver
8ae9636f5b   Bruno Martins        camera: include: Don't override possible overlayed header
007a08221c   Milos Ratkovic       libstagefright: use 64-bit usage for native_window_set_usage
d8bb39e54b   Manikanta Kanamarlapudi libstagefright: Free buffers on observer died
eedcf47ec9   Adrian DC            stagefright: ACodec: Resolve empty vendor parameters usage
f8cc94a9de   Arne Coucheron       stagefright: omx: Don't signal dataspace change on legacy QCOM
fc32a94d14   Ethan Chen           libstagefright: Support YVU420SemiPlanar camera format
294d390fc8   Steve Kondik         camera: Don't segfault if we get a NULL parameter
00d84316fd   Steve Kondik         nuplayer: Avoid crash when codec fails to load
d04d6f9790   Susmitha Gummalla    Camera: Add support for preview frame fd
dadcb34479   Shuzhen Wang         Camera: Add extensions to CameraClient
b24b54226b   Revathi Uddaraju     audiopolicy: support extended feature in audiopolicymanager
aa5b051a61   Naresh Tanniru       audiopolicy: make audio policy extensible
e9491d3c36   Rashed Abdel-Tawab   camera: Only link and use vendor.qti.hardware.camera.device if specified
a545acafcb   Mounika Reddy Tangirala Camera: Miscellaneous fixes in QDataCallback and binder death scenarios.
73a72df155   Sauhard Pande        Camera: CameraHardwareInterface changes to support Extended FD
14259c0d9a   Steve Kondik         audiopolicy: Add AudioSessionInfo API
131ab4e2f2   Alex Zhang           Allow graceful degradation of MediaProfile with broken configuration.
project frameworks/base/
7e0f34b2c43  Jesse Chan           Implement click to take partial screenshot [1/3]
d9dd94f36cb  Demon000             SystemUI: implement better partial screenshot
fd4165654cc  Asher Simonds        SettingsProvider: adaptive icon
02c8c828543  Sam Mortimer         fw/b: Add support for per app network isolation
a04932bafbb  Danesh M             fw/b: Squash of app fw restriction commits
eaba9b46e46  Dan Sandler          Updates to various icons:
9f34b966181  Dil3mm4              FODCircleView: ensure that when we check for bouncer, we're on keyguard.
d73dedec31d  Dil3mm4              SystemUI: Don't shift KeyguardSecurityContainer when FOD isn't available
436984394d5  Dil3mm4              FODCircleView: various improvements.
c927518f827  Danny Lin            SystemUI: Allow privileged system apps to access screenshot service
847e4692f25  Danny Lin            core: Expose method to start assistant through Binder
353712cc6bb  Li Sun               WifiDisplayController: handle preexisting p2p connection status
b291dea45eb  Indranil Chakraborty Merge changes for launching wifidisplay from system settings
2fa684d7c0c  LuK1337              PowerManagerService: Add nullptr checks around button/keyboard lights
ccc135a4a81  Nico                 Implement edge long swipe gesture [1/3]
dcdb0b780c6  Pawit Pornkitprasan  PackageManager: allow build-time disabling of components
1b51cbb34cc  flintman             sensors: Create bool to select what timestamp to use
ac09dfa0028  Danny Baumann        CameraServiceProxy: Loosen UID check conditionally
99d9d81ab5f  Michael Bestas       frameworks: Power menu customizations
f6fddb3900c  LuK1337              Sharesheet: Set max ranked items to 8
64bc6b61283  LuK1337              SystemUI: Reset horizontal panel position when on keyguard
612526f8e6c  LuK1337              SystemUI: Handle profiles with disabled lockscreen
25277aa5fc2  Adrian DC            fw/b: Resolve black forced lights with notifications channels
42ae650b878  codingkerensa        Pad ime_switcher same as navbar buttons
3e363c92bbb  Bruno Martins        fwb: Re-introduce keyboard backlight brightness control
6930f2c693a  LuK1337              Allow lineage resources package to be overlayed by RRO packages
ae95ff3a95b  David Overton        Only play sound effects if stream is not muted.
80c55b3f588  Jesse Chan           SystemUI: Implement hide gestural navigation hint bar [1/5]
5daf7012738  Jesse Chan           Skip screen on animation when wake and unlock via biometrics
874d6ad9894  Sam Mortimer         fw/b torch: Let long press power turn torch off when screen is on.
2638fe30d31  Scott Warner         SystemUI: Fix showing duplicated charging status
3feb1ac8fcf  Arne Coucheron       SystemUI: Allow disabling BrightlineFalsingManager with config flag
d31050e4a49  dianlujitao          SystemUI: Don't sleep on double tap below status bar
60aae8b52ce  xiamengsen           Check UID's process state before restricting its network.
c597e1805b0  Ethan Chen           PackageManager: Add configuration to specify vendor platform signatures
a806ea4797a  Michael Bestas       Forward port CM Screen Security settings (1/2)
1b9adc49478  Prerna Kalla         LockSettingsService : Restrict access to getpassword API
8e324860092  Justin DeMartino     Fix Build Credentials refactored to use byte[]
9be899528be  AnilKumar Chimata    frameworks: base: Port password retention feature
f3512b39710  HrX03                SystemUI: Bring back expanded volume panel
8a43aacdb33  Ashwin R C           SystemUI: Adapt screenshot sound to ringer modes
74c6966b048  Dave Daynard         Remove DUN requirement for tethering
a159feb2b49  Danesh M             Camera: allow camera to use power key as shutter
92286691f34  Chen Xu              Fix WebView vulnerability by disallowing file access
bbc5d619bd4  Dan Sandler          Sanitize Bluetooth device names without regex
70f777f3c8c  xuejianbao           Fix color mismatch of pointers
086c21dfc70  Oasis Feng           Fix CDM.requestNotificationAccess() in profile.
e9117db3586  TheScarastic         Don't start fingerprint for FOD devices early
b1a9be63345  Peter Cai            Squashed import of in-display fingerprint sensors related changes
37ed76d4817  Sauhard Pande        Camera: Add feature extensions
18d16bf768d  Wang Han             SystemUI: Relax AVC level requirement
161aad9b295  Puneet Mishra        frameworks/base: Support for third party NFC features and extensions
9f82b6b6822  LuK1337              SystemUI: Allow overlaying max notification icons
